ENDEREÇO GOOGLE MAPS,GPS,ALIMENTADOR,GPS - FUSIVEL
SPH0127,"https://www.google.com/maps/place/-6.48023144, -39.81236975",ANN01P2,"-6.48023144, -39.81236975"
SPH0143,"https://www.google.com/maps/place/-6.71998141, -39.911559",ANN01P2,"-6.71998141, -39.911559"
SPH0147,"https://www.google.com/maps/place/-6.54373064, -39.90670417",ANN01P2,"-6.54373064, -39.90670417"
SPH0148,"https://www.google.com/maps/place/-6.54306967, -39.90708283",ANN01P2,"-6.54306967, -39.90708283"
SPH0149,"https://www.google.com/maps/place/-6.54064354, -39.90822706",ANN01P2,"-6.54064354, -39.90822706"
SPH0153,"https://www.google.com/maps/place/-6.46681735, -39.89839166",ANN01P2,"-6.46681735, -39.89839166"
SPH0224,"https://www.google.com/maps/place/-6.42916831, -40.02976867",ANN01P2,"-6.42916831, -40.02976867"
SPH0243,"https://www.google.com/maps/place/-6.5487628, -39.85328842",ANN01P2,"-6.5487628, -39.85328842"
SPH0267,"https://www.google.com/maps/place/-6.45444903, -39.97423643",ANN01P2,"-6.45444903, -39.97423643"
SPH0286,"https://www.google.com/maps/place/-6.5625874, -39.90786878",ANN01P2,"-6.5625874, -39.90786878"
SPH0294,"https://www.google.com/maps/place/-6.54738294, -39.81822998",ANN01P2,"-6.54738294, -39.81822998"
SPH0301,"https://www.google.com/maps/place/-6.47196279, -39.67744942",ANN01P2,"-6.47196279, -39.67744942"
SPH0302,"https://www.google.com/maps/place/-6.47933737, -39.66186822",ANN01P2,"-6.47933737, -39.66186822"
SPH0303,"https://www.google.com/maps/place/-6.48252306, -39.63940804",ANN01P2,"-6.48252306, -39.63940804"
SPH0311,"https://www.google.com/maps/place/-6.541092, -39.91032611",ANN01P2,"-6.541092, -39.91032611"
SPH0343,"https://www.google.com/maps/place/-6.64467342, -39.91625921",ANN01P2,"-6.64467342, -39.91625921"
SPH0344,"https://www.google.com/maps/place/-6.73461803, -39.95785563",ANN01P2,"-6.73461803, -39.95785563"
SPH0359,"https://www.google.com/maps/place/-6.55187325, -39.89037574",ANN01P2,"-6.55187325, -39.89037574"
SPH0406,"https://www.google.com/maps/place/-6.57010824, -39.74028161",ANN01P2,"-6.57010824, -39.74028161"
SPH1254,"https://www.google.com/maps/place/-6.54466726, -39.90393834",ANN01P2,"-6.54466726, -39.90393834"
FPH0451,"https://www.google.com/maps/place/-6.63299791, -39.94910979",ANN01P2,"-6.63299791, -39.94910979"
FPF6918,"https://www.google.com/maps/place/-6.56793029, -39.86859754",ANN01P2,"-6.56793029, -39.86859754"
FPH1165,"https://www.google.com/maps/place/-6.53829682, -39.90546439",ANN01P2,"-6.53829682, -39.90546439"
RPH0493,"https://www.google.com/maps/place/-6.54437019, -39.90315096",ANN01P2,"-6.54437019, -39.90315096"
4PH0493,"https://www.google.com/maps/place/-6.54437921, -39.90316906",ANN01P2,"-6.54437921, -39.90316906"
5PH0493,"https://www.google.com/maps/place/-6.54437927, -39.90313289",ANN01P2,"-6.54437927, -39.90313289"
6PH0493,"https://www.google.com/maps/place/-6.54439733, -39.90315101",ANN01P2,"-6.54439733, -39.90315101"
FPH1277,"https://www.google.com/maps/place/-6.69899804, -39.87117022",ANN01P2,"-6.69899804, -39.87117022"
FPH1278,"https://www.google.com/maps/place/-6.70413321, -39.862295",ANN01P2,"-6.70413321, -39.862295"
FPH0461,"https://www.google.com/maps/place/-6.54027222, -39.90848867",ANN01P2,"-6.54027222, -39.90848867"
FPF6101,"https://www.google.com/maps/place/-6.54024548, -39.90827156",ANN01P2,"-6.54024548, -39.90827156"
SPG0087,"https://www.google.com/maps/place/-6.53116432, -39.90321771",ANN01P2,"-6.53116432, -39.90321771"
FPH1281,"https://www.google.com/maps/place/-6.55129208, -39.9068173",ANN01P2,"-6.55129208, -39.9068173"
FPH0381,"https://www.google.com/maps/place/-6.46783166, -39.96674758",ANN01P2,"-6.46783166, -39.96674758"
FPH1288,"https://www.google.com/maps/place/-6.59150549, -39.91711098",ANN01P2,"-6.59150549, -39.91711098"
FPH1284,"https://www.google.com/maps/place/-6.58815558, -39.91888668",ANN01P2,"-6.58815558, -39.91888668"
FPH1283,"https://www.google.com/maps/place/-6.58677775, -39.91064422",ANN01P2,"-6.58677775, -39.91064422"
FPH0391,"https://www.google.com/maps/place/-6.53961127, -39.90383881",ANN01P2,"-6.53961127, -39.90383881"
FPH0387,"https://www.google.com/maps/place/-6.52243842, -39.92179608",ANN01P2,"-6.52243842, -39.92179608"
FPH1290,"https://www.google.com/maps/place/-6.55832957, -39.9115512",ANN01P2,"-6.55832957, -39.9115512"
SPH0421,"https://www.google.com/maps/place/-6.56775829, -39.86867864",ANN01P2,"-6.56775829, -39.86867864"
FPH0414,"https://www.google.com/maps/place/-6.527943, -39.90393545",ANN01P2,"-6.527943, -39.90393545"
SPF0604,"https://www.google.com/maps/place/-6.65926673, -39.92876099",ANN01P2,"-6.65926673, -39.92876099"
FPH1293,"https://www.google.com/maps/place/-6.53117254, -39.89862339",ANN01P2,"-6.53117254, -39.89862339"
FPH1295,"https://www.google.com/maps/place/-6.4466631, -39.71020534",ANN01P2,"-6.4466631, -39.71020534"
4PH1317,"https://www.google.com/maps/place/-6.5503448, -39.73361367",ANN01P2,"-6.5503448, -39.73361367"
6PH1317,"https://www.google.com/maps/place/-6.55036292, -39.7335956",ANN01P2,"-6.55036292, -39.7335956"
FPH0470,"https://www.google.com/maps/place/-6.46295253, -39.74292795",ANN01P2,"-6.46295253, -39.74292795"
FPH0473,"https://www.google.com/maps/place/-6.47159734, -39.75695758",ANN01P2,"-6.47159734, -39.75695758"
FPH0471,"https://www.google.com/maps/place/-6.46829577, -39.75085757",ANN01P2,"-6.46829577, -39.75085757"
FPH0483,"https://www.google.com/maps/place/-6.44502901, -39.89252995",ANN01P2,"-6.44502901, -39.89252995"
FPH0571,"https://www.google.com/maps/place/-6.47753706, -39.66895598",ANN01P2,"-6.47753706, -39.66895598"
FPH1298,"https://www.google.com/maps/place/-6.54047792, -39.90978235",ANN01P2,"-6.54047792, -39.90978235"
SPH0435,"https://www.google.com/maps/place/-6.60456907, -39.91074905",ANN01P2,"-6.60456907, -39.91074905"
SPG0652,"https://www.google.com/maps/place/-6.59978941, -39.91288402",ANN01P2,"-6.59978941, -39.91288402"
FPH0494,"https://www.google.com/maps/place/-6.5494183, -39.83461281",ANN01P2,"-6.5494183, -39.83461281"
FPH1300,"https://www.google.com/maps/place/-6.44777885, -39.70138103",ANN01P2,"-6.44777885, -39.70138103"
FPH1302,"https://www.google.com/maps/place/-6.54005683, -39.735905",ANN01P2,"-6.54005683, -39.735905"
FPH0436,"https://www.google.com/maps/place/-6.6366821, -39.91385634",ANN01P2,"-6.6366821, -39.91385634"
FPH0388,"https://www.google.com/maps/place/-6.52949649, -39.91520694",ANN01P2,"-6.52949649, -39.91520694"
FPH1308,"https://www.google.com/maps/place/-6.54028116, -39.908552",ANN01P2,"-6.54028116, -39.908552"
FPH1310,"https://www.google.com/maps/place/-6.53002386, -39.90365882",ANN01P2,"-6.53002386, -39.90365882"
FPH0392,"https://www.google.com/maps/place/-6.52980743, -39.91830052",ANN01P2,"-6.52980743, -39.91830052"
FPH1306,"https://www.google.com/maps/place/-6.53561764, -39.77665241",ANN01P2,"-6.53561764, -39.77665241"
FPH0438,"https://www.google.com/maps/place/-6.53041052, -39.89987914",ANN01P2,"-6.53041052, -39.89987914"
FPH1304,"https://www.google.com/maps/place/-6.48040407, -39.81752468",ANN01P2,"-6.48040407, -39.81752468"
SPH1327,"https://www.google.com/maps/place/-6.53201275, -39.77979425",ANN01P2,"-6.53201275, -39.77979425"
FPH0576,"https://www.google.com/maps/place/-6.44860749, -39.69737615",ANN01P2,"-6.44860749, -39.69737615"
FPH0497,"https://www.google.com/maps/place/-6.42151116, -39.70762047",ANN01P2,"-6.42151116, -39.70762047"
FPH0439,"https://www.google.com/maps/place/-6.6261801, -39.90440238",ANN01P2,"-6.6261801, -39.90440238"
FPH0440,"https://www.google.com/maps/place/-6.6120177, -39.8932417",ANN01P2,"-6.6120177, -39.8932417"
FPH1325,"https://www.google.com/maps/place/-6.51833867, -39.76638797",ANN01P2,"-6.51833867, -39.76638797"
FPH0398,"https://www.google.com/maps/place/-6.63015548, -39.94559464",ANN01P2,"-6.63015548, -39.94559464"
FPH1341,"https://www.google.com/maps/place/-6.60311738, -39.97524738",ANN01P2,"-6.60311738, -39.97524738"
FPH1332,"https://www.google.com/maps/place/-6.64109432, -39.95786354",ANN01P2,"-6.64109432, -39.95786354"
FPH1335,"https://www.google.com/maps/place/-6.60180419, -39.9574622",ANN01P2,"-6.60180419, -39.9574622"
FPH1334,"https://www.google.com/maps/place/-6.613683, -39.96065089",ANN01P2,"-6.613683, -39.96065089"
FPH1337,"https://www.google.com/maps/place/-6.5995219, -39.9543011",ANN01P2,"-6.5995219, -39.9543011"
FPH1340,"https://www.google.com/maps/place/-6.60375472, -39.95910312",ANN01P2,"-6.60375472, -39.95910312"
FPH1343,"https://www.google.com/maps/place/-6.60453402, -39.98615852",ANN01P2,"-6.60453402, -39.98615852"
FPH1333,"https://www.google.com/maps/place/-6.62364688, -39.96248829",ANN01P2,"-6.62364688, -39.96248829"
FPH0446,"https://www.google.com/maps/place/-6.47667891, -39.98487711",ANN01P2,"-6.47667891, -39.98487711"
FPH0444,"https://www.google.com/maps/place/-6.46848526, -39.99828047",ANN01P2,"-6.46848526, -39.99828047"
FPH0582,"https://www.google.com/maps/place/-6.65185608, -39.96798873",ANN01P2,"-6.65185608, -39.96798873"
FPH0585,"https://www.google.com/maps/place/-6.58227953, -39.87166154",ANN01P2,"-6.58227953, -39.87166154"
FPH1369,"https://www.google.com/maps/place/-6.65739373, -39.97605962",ANN01P2,"-6.65739373, -39.97605962"
FPH1356,"https://www.google.com/maps/place/-6.67495562, -39.92611274",ANN01P2,"-6.67495562, -39.92611274"
FPH1350,"https://www.google.com/maps/place/-6.66554038, -39.93542183",ANN01P2,"-6.66554038, -39.93542183"
FPH1354,"https://www.google.com/maps/place/-6.67367452, -39.92436437",ANN01P2,"-6.67367452, -39.92436437"
FPH1318,"https://www.google.com/maps/place/-6.51719713, -39.89907782",ANN01P2,"-6.51719713, -39.89907782"
FPH1322,"https://www.google.com/maps/place/-6.70934874, -39.952197",ANN01P2,"-6.70934874, -39.952197"
SPH0579,"https://www.google.com/maps/place/-6.73955802, -39.94313576",ANN01P2,"-6.73955802, -39.94313576"
SPH1426,"https://www.google.com/maps/place/-6.72422381, -39.95409872",ANN01P2,"-6.72422381, -39.95409872"
FPH1330,"https://www.google.com/maps/place/-6.49544743, -39.72786347",ANN01P2,"-6.49544743, -39.72786347"
FPH1352,"https://www.google.com/maps/place/-6.53018678, -39.91362551",ANN01P2,"-6.53018678, -39.91362551"
FPH1363,"https://www.google.com/maps/place/-6.49468119, -39.72603555",ANN01P2,"-6.49468119, -39.72603555"
FPH1366,"https://www.google.com/maps/place/-6.52129896, -39.94127414",ANN01P2,"-6.52129896, -39.94127414"
FPH1372,"https://www.google.com/maps/place/-6.55860397, -39.79831382",ANN01P2,"-6.55860397, -39.79831382"
FPH0596,"https://www.google.com/maps/place/-6.47935838, -39.65962545",ANN01P2,"-6.47935838, -39.65962545"
FPH1346,"https://www.google.com/maps/place/-6.73937094, -39.94165159",ANN01P2,"-6.73937094, -39.94165159"
FPH0588,"https://www.google.com/maps/place/-6.46463798, -39.88260814",ANN01P2,"-6.46463798, -39.88260814"
FPH0589,"https://www.google.com/maps/place/-6.46527909, -39.88324225",ANN01P2,"-6.46527909, -39.88324225"
FPH0593,"https://www.google.com/maps/place/-6.58060938, -39.84343838",ANN01P2,"-6.58060938, -39.84343838"
FPH0594,"https://www.google.com/maps/place/-6.56795849, -39.81411195",ANN01P2,"-6.56795849, -39.81411195"
FPF7051,"https://www.google.com/maps/place/-6.58030342, -39.84785181",ANN01P2,"-6.58030342, -39.84785181"
FPH0613,"https://www.google.com/maps/place/-6.76176869, -39.97700931",ANN01P2,"-6.76176869, -39.97700931"
FPH1359,"https://www.google.com/maps/place/-6.60780445, -39.89227533",ANN01P2,"-6.60780445, -39.89227533"
FPH1358,"https://www.google.com/maps/place/-6.60727214, -39.90654792",ANN01P2,"-6.60727214, -39.90654792"
FPH1311,"https://www.google.com/maps/place/-6.48148189, -39.83332497",ANN01P2,"-6.48148189, -39.83332497"
FPH0602,"https://www.google.com/maps/place/-6.48169444, -39.84698961",ANN01P2,"-6.48169444, -39.84698961"
FPH1320,"https://www.google.com/maps/place/-6.4821857, -39.85608789",ANN01P2,"-6.4821857, -39.85608789"
FPH0600,"https://www.google.com/maps/place/-6.48229641, -39.86015751",ANN01P2,"-6.48229641, -39.86015751"
FPH0598,"https://www.google.com/maps/place/-6.67107168, -39.94237091",ANN01P2,"-6.67107168, -39.94237091"
FPH0615,"https://www.google.com/maps/place/-6.60047273, -39.96312185",ANN01P2,"-6.60047273, -39.96312185"
FPH0604,"https://www.google.com/maps/place/-6.52173916, -39.88807055",ANN01P2,"-6.52173916, -39.88807055"
FPH0574,"https://www.google.com/maps/place/-6.45055975, -39.64351867",ANN01P2,"-6.45055975, -39.64351867"
FPH0606,"https://www.google.com/maps/place/-6.76551689, -39.97968601",ANN01P2,"-6.76551689, -39.97968601"
FPH0609,"https://www.google.com/maps/place/-6.60943436, -39.89126517",ANN01P2,"-6.60943436, -39.89126517"
FPH1150,"https://www.google.com/maps/place/-6.76303312, -39.97792569",ANN01P2,"-6.76303312, -39.97792569"
FPH1540,"https://www.google.com/maps/place/-6.47336797, -39.67510906",ANN01P2,"-6.47336797, -39.67510906"
FPH1377,"https://www.google.com/maps/place/-6.5272019, -39.90360854",ANN01P2,"-6.5272019, -39.90360854"
SPH1489,"https://www.google.com/maps/place/-6.54892368, -39.85442829",ANN01P2,"-6.54892368, -39.85442829"
RPH1374,"https://www.google.com/maps/place/-6.5271821, -39.77421557",ANN01P2,"-6.5271821, -39.77421557"
SPH1545,"https://www.google.com/maps/place/-6.5436401, -39.90675827",ANN01P2,"-6.5436401, -39.90675827"
RPH1543,"https://www.google.com/maps/place/-6.5301234, -39.90363186",ANN01P2,"-6.5301234, -39.90363186"
SPH0617,"https://www.google.com/maps/place/-6.60444231, -39.91082118",ANN01P2,"-6.60444231, -39.91082118"
SPH0624,"https://www.google.com/maps/place/-6.53115427, -39.89872284",ANN01P2,"-6.53115427, -39.89872284"
FPH1152,"https://www.google.com/maps/place/-6.47839997, -39.69985868",ANN01P2,"-6.47839997, -39.69985868"
FPH0529,"https://www.google.com/maps/place/-6.46185216, -39.74075601",ANN01P2,"-6.46185216, -39.74075601"
SPH1099,"https://www.google.com/maps/place/-6.46896823, -39.84676947",ANN01P2,"-6.46896823, -39.84676947"
FPH2657,"https://www.google.com/maps/place/-6.70030604, -39.95108478",ANN01P2,"-6.70030604, -39.95108478"
PH0341,"https://www.google.com/maps/place/-6.6010636666824745, -39.91277019482196",ANN01P2,"-6.6010636666824745, -39.91277019482196"
PH0366,"https://www.google.com/maps/place/-6.708506588013673, -39.95226943544224",ANN01P2,"-6.708506588013673, -39.95226943544224"
SPF1130,"https://www.google.com/maps/place/-6.95303431, -39.92923505",ANN01P3,"-6.95303431, -39.92923505"
SPF2321,"https://www.google.com/maps/place/-7.00232129, -40.06490221",ANN01P3,"-7.00232129, -40.06490221"
SPF1235,"https://www.google.com/maps/place/-6.90014311, -39.86511537",ANN01P3,"-6.90014311, -39.86511537"
FPI1351,"https://www.google.com/maps/place/-6.70535072, -39.78349507",ANN01P3,"-6.70535072, -39.78349507"
FPF1879,"https://www.google.com/maps/place/-6.64849349, -39.83795384",ANN01P3,"-6.64849349, -39.83795384"
SPF2159,"https://www.google.com/maps/place/-6.8754623, -39.87343322",ANN01P3,"-6.8754623, -39.87343322"
SPF1849,"https://www.google.com/maps/place/-6.87402975, -39.87035349",ANN01P3,"-6.87402975, -39.87035349"
FVK1171,"https://www.google.com/maps/place/-6.97027141, -39.90243859",ANN01P3,"-6.97027141, -39.90243859"
FVK1175,"https://www.google.com/maps/place/-7.02334693, -39.90701272",ANN01P3,"-7.02334693, -39.90701272"
FVK1192,"https://www.google.com/maps/place/-6.98467968, -39.93504557",ANN01P3,"-6.98467968, -39.93504557"
FPF2254,"https://www.google.com/maps/place/-6.71222199, -39.79666112",ANN01P3,"-6.71222199, -39.79666112"
FPF0294,"https://www.google.com/maps/place/-6.84251178, -39.92642249",ANN01P3,"-6.84251178, -39.92642249"
FPF0332,"https://www.google.com/maps/place/-6.86329369, -39.9373769",ANN01P3,"-6.86329369, -39.9373769"
FPF0340,"https://www.google.com/maps/place/-6.86515543, -39.93350713",ANN01P3,"-6.86515543, -39.93350713"
FPF0383,"https://www.google.com/maps/place/-6.87676821, -39.94772054",ANN01P3,"-6.87676821, -39.94772054"
FPF0413,"https://www.google.com/maps/place/-6.88072549, -39.9499095",ANN01P3,"-6.88072549, -39.9499095"
FPF0421,"https://www.google.com/maps/place/-6.88840974, -39.94728205",ANN01P3,"-6.88840974, -39.94728205"
FPF0448,"https://www.google.com/maps/place/-6.89226038, -39.9485115",ANN01P3,"-6.89226038, -39.9485115"
FPF0464,"https://www.google.com/maps/place/-6.89860573, -39.95056956",ANN01P3,"-6.89860573, -39.95056956"
TSPF0499,"https://www.google.com/maps/place/-6.91415727, -39.95331587",ANN01P3,"-6.91415727, -39.95331587"
FPF0537,"https://www.google.com/maps/place/-6.9222329, -39.95399279",ANN01P3,"-6.9222329, -39.95399279"
FPF0572,"https://www.google.com/maps/place/-6.8260565, -39.72148186",ANN01P3,"-6.8260565, -39.72148186"
FPF0576,"https://www.google.com/maps/place/-6.81212189, -39.91647344",ANN01P3,"-6.81212189, -39.91647344"
FPF0577,"https://www.google.com/maps/place/-6.78658653, -39.93624146",ANN01P3,"-6.78658653, -39.93624146"
FPF0586,"https://www.google.com/maps/place/-6.69258607, -39.70708888",ANN01P3,"-6.69258607, -39.70708888"
FPF0607,"https://www.google.com/maps/place/-6.86910417, -39.99824964",ANN01P3,"-6.86910417, -39.99824964"
FPG0524,"https://www.google.com/maps/place/-6.77958148, -39.97068415",ANN01P3,"-6.77958148, -39.97068415"
FPF0608,"https://www.google.com/maps/place/-6.82303507, -39.83913107",ANN01P3,"-6.82303507, -39.83913107"
FPF0609,"https://www.google.com/maps/place/-6.81541219, -39.8379052",ANN01P3,"-6.81541219, -39.8379052"
FPF0614,"https://www.google.com/maps/place/-6.84984262, -39.73545483",ANN01P3,"-6.84984262, -39.73545483"
FPF0622,"https://www.google.com/maps/place/-6.80364127, -39.77472157",ANN01P3,"-6.80364127, -39.77472157"
FPF0625,"https://www.google.com/maps/place/-6.81902128, -39.77840224",ANN01P3,"-6.81902128, -39.77840224"
FPF0637,"https://www.google.com/maps/place/-6.84374099, -39.89342065",ANN01P3,"-6.84374099, -39.89342065"
FPF0643,"https://www.google.com/maps/place/-6.76975888, -39.77405212",ANN01P3,"-6.76975888, -39.77405212"
FPF0645,"https://www.google.com/maps/place/-6.8598457, -39.9966738",ANN01P3,"-6.8598457, -39.9966738"
FPF0660,"https://www.google.com/maps/place/-6.82009549, -39.86974904",ANN01P3,"-6.82009549, -39.86974904"
FPF0662,"https://www.google.com/maps/place/-6.81150031, -39.87109093",ANN01P3,"-6.81150031, -39.87109093"
FPF0663,"https://www.google.com/maps/place/-6.92354602, -39.99296014",ANN01P3,"-6.92354602, -39.99296014"
FPF0669,"https://www.google.com/maps/place/-6.93889903, -39.95116605",ANN01P3,"-6.93889903, -39.95116605"
FPF0670,"https://www.google.com/maps/place/-6.79854695, -39.91090078",ANN01P3,"-6.79854695, -39.91090078"
FPF0672,"https://www.google.com/maps/place/-6.77919309, -39.90484717",ANN01P3,"-6.77919309, -39.90484717"
FPF0676,"https://www.google.com/maps/place/-6.65913411, -39.81967091",ANN01P3,"-6.65913411, -39.81967091"
FPF0683,"https://www.google.com/maps/place/-6.89367809, -39.868914",ANN01P3,"-6.89367809, -39.868914"
FPF0688,"https://www.google.com/maps/place/-6.88192243, -39.84716229",ANN01P3,"-6.88192243, -39.84716229"
FPF0696,"https://www.google.com/maps/place/-6.92847486, -39.80692975",ANN01P3,"-6.92847486, -39.80692975"
