CD,LOCALIZAÇÃO,ALIMENTADOR,TOTAL CLIENTES,TOTAL POTENCIA,GPS - BT
TPG0578,"https://www.google.com/maps/place/-6.624621,-40.56693704",ANN01P4,0,5,"-6.624621,-40.56693704"
TPG0579,"https://www.google.com/maps/place/-6.62390792,-40.57224327",ANN01P4,5,5,"-6.62390792,-40.57224327"
TPG0580,"https://www.google.com/maps/place/-6.62305609,-40.57850763",ANN01P4,11,10,"-6.62305609,-40.57850763"
TPG0582,"https://www.google.com/maps/place/-6.62214945,-40.5849255",ANN01P4,2,5,"-6.62214945,-40.5849255"
TPG0586,"https://www.google.com/maps/place/-6.6211321,-40.59200314",ANN01P4,1,5,"-6.6211321,-40.59200314"
TPG0587,"https://www.google.com/maps/place/-6.61908187,-40.60807536",ANN01P4,29,15,"-6.61908187,-40.60807536"
TPG0590,"https://www.google.com/maps/place/-6.58688466,-40.62649959",ANN01P4,23,15,"-6.58688466,-40.62649959"
TPG0591,"https://www.google.com/maps/place/-6.60582015,-40.31422694",ANN01P4,16,10,"-6.60582015,-40.31422694"
TPG0593,"https://www.google.com/maps/place/-6.58671569,-40.62006983",ANN01P4,0,5,"-6.58671569,-40.62006983"
TPG0595,"https://www.google.com/maps/place/-6.63617021,-40.11935231",ANN01P4,4,10,"-6.63617021,-40.11935231"
TPG0597,"https://www.google.com/maps/place/-6.63069809,-40.12346455",ANN01P4,15,10,"-6.63069809,-40.12346455"
TPG0600,"https://www.google.com/maps/place/-6.6231653,-40.12692984",ANN01P4,3,10,"-6.6231653,-40.12692984"
TPG0601,"https://www.google.com/maps/place/-6.6240495,-40.13185233",ANN01P4,2,5,"-6.6240495,-40.13185233"
TPG0603,"https://www.google.com/maps/place/-6.62083897,-40.12378596",ANN01P4,6,5,"-6.62083897,-40.12378596"
TPG0605,"https://www.google.com/maps/place/-6.60228397,-40.31767242",ANN01P4,34,15,"-6.60228397,-40.31767242"
TPG0606,"https://www.google.com/maps/place/-6.61819906,-40.1233187",ANN01P4,1,5,"-6.61819906,-40.1233187"
TPG0608,"https://www.google.com/maps/place/-6.54925606,-40.11810836",ANN01P4,70,30,"-6.54925606,-40.11810836"
TPG0619,"https://www.google.com/maps/place/-6.75052774,-40.04593912",ANN01P4,3,5,"-6.75052774,-40.04593912"
TPG0621,"https://www.google.com/maps/place/-6.60822103,-40.3228523",ANN01P4,1,15,"-6.60822103,-40.3228523"
TPG0622,"https://www.google.com/maps/place/-6.74785196,-40.07850434",ANN01P4,5,5,"-6.74785196,-40.07850434"
TPG0623,"https://www.google.com/maps/place/-6.723721,-40.07861391",ANN01P4,6,5,"-6.723721,-40.07861391"
TPG0624,"https://www.google.com/maps/place/-6.72715465,-40.07598878",ANN01P4,5,5,"-6.72715465,-40.07598878"
TPG0626,"https://www.google.com/maps/place/-6.72549455,-40.08233614",ANN01P4,2,5,"-6.72549455,-40.08233614"
TPG0628,"https://www.google.com/maps/place/-6.71231881,-40.0813933",ANN01P4,4,5,"-6.71231881,-40.0813933"
TPG0629,"https://www.google.com/maps/place/-6.71066784,-40.08359706",ANN01P4,3,5,"-6.71066784,-40.08359706"
TPG0630,"https://www.google.com/maps/place/-6.62213761,-40.33700748",ANN01P4,4,15,"-6.62213761,-40.33700748"
TPG0632,"https://www.google.com/maps/place/-6.71062301,-40.07931785",ANN01P4,6,5,"-6.71062301,-40.07931785"
TPG0633,"https://www.google.com/maps/place/-6.70688329,-40.08129084",ANN01P4,3,5,"-6.70688329,-40.08129084"
TPG2159,"https://www.google.com/maps/place/-6.53776334,-40.28005606",ANN01P4,1,10,"-6.53776334,-40.28005606"
TPG2181,"https://www.google.com/maps/place/-6.60655434,-40.16852467",ANN01P4,3,10,"-6.60655434,-40.16852467"
TPG2183,"https://www.google.com/maps/place/-6.62756408,-40.44028869",ANN01P4,2,10,"-6.62756408,-40.44028869"
TPG2185,"https://www.google.com/maps/place/-6.59047043,-40.14256596",ANN01P4,4,10,"-6.59047043,-40.14256596"
TPG2188,"https://www.google.com/maps/place/-6.57129215,-40.28944736",ANN01P4,1,10,"-6.57129215,-40.28944736"
TPG2189,"https://www.google.com/maps/place/-6.57224922,-40.28302889",ANN01P4,1,10,"-6.57224922,-40.28302889"
TPG2190,"https://www.google.com/maps/place/-6.57182107,-40.27716756",ANN01P4,1,10,"-6.57182107,-40.27716756"
TPG2192,"https://www.google.com/maps/place/-6.54036769,-40.32209423",ANN01P4,0,10,"-6.54036769,-40.32209423"
TPG2194,"https://www.google.com/maps/place/-6.66711746,-40.10045317",ANN01P4,0,10,"-6.66711746,-40.10045317"
TPG2197,"https://www.google.com/maps/place/-6.61234495,-40.12036591",ANN01P4,2,10,"-6.61234495,-40.12036591"
TPG2200,"https://www.google.com/maps/place/-6.6503537,-40.63487368",ANN01P4,1,10,"-6.6503537,-40.63487368"
TPG2234,"https://www.google.com/maps/place/-6.64478502,-40.6344212",ANN01P4,3,10,"-6.64478502,-40.6344212"
TPG2235,"https://www.google.com/maps/place/-6.64836617,-40.64250892",ANN01P4,1,10,"-6.64836617,-40.64250892"
TPG2239,"https://www.google.com/maps/place/-6.90043804,-40.18646103",ANN01P4,1,10,"-6.90043804,-40.18646103"
TPG2241,"https://www.google.com/maps/place/-6.93525389,-40.09789552",ANN01P4,1,10,"-6.93525389,-40.09789552"
TPG2242,"https://www.google.com/maps/place/-6.92340501,-40.10213099",ANN01P4,1,10,"-6.92340501,-40.10213099"
TPG2245,"https://www.google.com/maps/place/-6.9073716,-40.16949119",ANN01P4,1,10,"-6.9073716,-40.16949119"
TPG2246,"https://www.google.com/maps/place/-6.51968824,-40.01623315",ANN01P4,8,10,"-6.51968824,-40.01623315"
TPG2249,"https://www.google.com/maps/place/-6.69153854,-40.5351219",ANN01P4,3,10,"-6.69153854,-40.5351219"
TPG2252,"https://www.google.com/maps/place/-6.57225462,-40.62068306",ANN01P4,2,10,"-6.57225462,-40.62068306"
TPG2253,"https://www.google.com/maps/place/-6.57709429,-40.63398188",ANN01P4,2,10,"-6.57709429,-40.63398188"
TPG2254,"https://www.google.com/maps/place/-6.56859294,-40.63440624",ANN01P4,0,10,"-6.56859294,-40.63440624"
TPG2260,"https://www.google.com/maps/place/-6.52243565,-40.00831656",ANN01P4,2,10,"-6.52243565,-40.00831656"
TPG2261,"https://www.google.com/maps/place/-6.52599695,-40.00948126",ANN01P4,0,10,"-6.52599695,-40.00948126"
TPG2262,"https://www.google.com/maps/place/-6.52132282,-40.01298983",ANN01P4,0,10,"-6.52132282,-40.01298983"
TPG2270,"https://www.google.com/maps/place/-6.73954658,-39.99448986",ANN01P4,2,10,"-6.73954658,-39.99448986"
TPG2272,"https://www.google.com/maps/place/-6.73380216,-39.98606406",ANN01P4,1,10,"-6.73380216,-39.98606406"
TPG2273,"https://www.google.com/maps/place/-6.72606425,-39.98836456",ANN01P4,4,10,"-6.72606425,-39.98836456"
TPG2274,"https://www.google.com/maps/place/-6.72336549,-39.99452027",ANN01P4,0,10,"-6.72336549,-39.99452027"
TPG2275,"https://www.google.com/maps/place/-6.61157728,-40.48275644",ANN01P4,0,10,"-6.61157728,-40.48275644"
TPG2276,"https://www.google.com/maps/place/-6.51927438,-40.03296265",ANN01P4,2,10,"-6.51927438,-40.03296265"
TPG2279,"https://www.google.com/maps/place/-6.50935958,-40.0024304",ANN01P4,0,10,"-6.50935958,-40.0024304"
TPG2280,"https://www.google.com/maps/place/-6.50021903,-40.0096468",ANN01P4,0,10,"-6.50021903,-40.0096468"
TPG2282,"https://www.google.com/maps/place/-6.51172477,-39.99558023",ANN01P4,0,10,"-6.51172477,-39.99558023"
TPG2285,"https://www.google.com/maps/place/-6.51710496,-39.98248683",ANN01P4,0,10,"-6.51710496,-39.98248683"
TPG2286,"https://www.google.com/maps/place/-6.49560028,-39.99435482",ANN01P4,0,10,"-6.49560028,-39.99435482"
TPF1199,"https://www.google.com/maps/place/-6.6590693,-40.10791605",ANN01P4,8,5,"-6.6590693,-40.10791605"
TPG0648,"https://www.google.com/maps/place/-6.63595867,-40.38554105",ANN01P4,6,15,"-6.63595867,-40.38554105"
TPG0649,"https://www.google.com/maps/place/-6.72386125,-40.0765334",ANN01P4,12,10,"-6.72386125,-40.0765334"
TPG0666,"https://www.google.com/maps/place/-6.55775378,-40.119927",ANN01P4,9,30,"-6.55775378,-40.119927"
TPG0699,"https://www.google.com/maps/place/-6.65300802,-40.41345522",ANN01P4,4,45,"-6.65300802,-40.41345522"
TPG0702,"https://www.google.com/maps/place/-6.65579929,-40.41770513",ANN01P4,8,15,"-6.65579929,-40.41770513"
TPG2287,"https://www.google.com/maps/place/-6.51431368,-39.98529391",ANN01P4,0,10,"-6.51431368,-39.98529391"
TPG2321,"https://www.google.com/maps/place/-6.51053774,-40.02381109",ANN01P4,1,10,"-6.51053774,-40.02381109"
TPG2324,"https://www.google.com/maps/place/-6.73048864,-40.07343578",ANN01P4,2,10,"-6.73048864,-40.07343578"
TPG2326,"https://www.google.com/maps/place/-6.72884846,-40.07073614",ANN01P4,1,10,"-6.72884846,-40.07073614"
TPG2328,"https://www.google.com/maps/place/-6.72554231,-40.06883807",ANN01P4,0,10,"-6.72554231,-40.06883807"
TPG2332,"https://www.google.com/maps/place/-6.57622687,-40.18093442",ANN01P4,0,10,"-6.57622687,-40.18093442"
TPG2334,"https://www.google.com/maps/place/-6.58138517,-40.17193868",ANN01P4,3,10,"-6.58138517,-40.17193868"
TPG2335,"https://www.google.com/maps/place/-6.57735694,-40.16571599",ANN01P4,2,10,"-6.57735694,-40.16571599"
TPG2337,"https://www.google.com/maps/place/-6.49508432,-40.26956742",ANN01P4,0,10,"-6.49508432,-40.26956742"
TPG2340,"https://www.google.com/maps/place/-6.77847482,-39.99018099",ANN01P4,1,45,"-6.77847482,-39.99018099"
TPG2342,"https://www.google.com/maps/place/-6.60211939,-40.33194336",ANN01P4,0,45,"-6.60211939,-40.33194336"
TPG2350,"https://www.google.com/maps/place/-6.88936213,-40.1594017",ANN01P4,3,10,"-6.88936213,-40.1594017"
TPG2351,"https://www.google.com/maps/place/-6.68395229,-40.01042554",ANN01P4,5,10,"-6.68395229,-40.01042554"
TPG2352,"https://www.google.com/maps/place/-6.69550891,-40.03767058",ANN01P4,2,10,"-6.69550891,-40.03767058"
TPG2353,"https://www.google.com/maps/place/-6.69005737,-40.06616443",ANN01P4,2,5,"-6.69005737,-40.06616443"
TPG2362,"https://www.google.com/maps/place/-6.59737306,-40.6212438",ANN01P4,1,10,"-6.59737306,-40.6212438"
TPG2409,"https://www.google.com/maps/place/-6.66486981,-40.51209329",ANN01P4,0,10,"-6.66486981,-40.51209329"
TPG2412,"https://www.google.com/maps/place/-6.68320526,-40.08518291",ANN01P4,2,15,"-6.68320526,-40.08518291"
TPG2415,"https://www.google.com/maps/place/-6.5821831,-40.111688",ANN01P4,1,5,"-6.5821831,-40.111688"
TPG2417,"https://www.google.com/maps/place/-6.5444351,-40.02491997",ANN01P4,1,10,"-6.5444351,-40.02491997"
TPG2419,"https://www.google.com/maps/place/-6.53327912,-40.01342081",ANN01P4,1,10,"-6.53327912,-40.01342081"
TPG2421,"https://www.google.com/maps/place/-6.54357002,-40.0099325",ANN01P4,0,10,"-6.54357002,-40.0099325"
TPG2422,"https://www.google.com/maps/place/-6.54081629,-40.00295416",ANN01P4,3,10,"-6.54081629,-40.00295416"
TPG2423,"https://www.google.com/maps/place/-6.53622258,-39.99788048",ANN01P4,0,10,"-6.53622258,-39.99788048"
TPG2424,"https://www.google.com/maps/place/-6.53274009,-39.9934331",ANN01P4,6,10,"-6.53274009,-39.9934331"
TPG2425,"https://www.google.com/maps/place/-6.52660918,-39.98346396",ANN01P4,4,10,"-6.52660918,-39.98346396"
TPG2426,"https://www.google.com/maps/place/-6.52871699,-39.97862968",ANN01P4,7,10,"-6.52871699,-39.97862968"
TPG2428,"https://www.google.com/maps/place/-6.54651426,-39.97084118",ANN01P4,1,10,"-6.54651426,-39.97084118"
TPG2429,"https://www.google.com/maps/place/-6.53280338,-39.97025402",ANN01P4,2,10,"-6.53280338,-39.97025402"
TPG2430,"https://www.google.com/maps/place/-6.53581384,-39.96632573",ANN01P4,1,10,"-6.53581384,-39.96632573"
TPG2432,"https://www.google.com/maps/place/-6.53773011,-39.95751158",ANN01P4,2,10,"-6.53773011,-39.95751158"
TPG2433,"https://www.google.com/maps/place/-6.54265889,-39.95787368",ANN01P4,2,10,"-6.54265889,-39.95787368"
TPG2437,"https://www.google.com/maps/place/-6.59541946,-40.31778089",ANN01P4,46,15,"-6.59541946,-40.31778089"
TPG2439,"https://www.google.com/maps/place/-6.4677323,-40.27439062",ANN01P4,1,10,"-6.4677323,-40.27439062"
TPG2440,"https://www.google.com/maps/place/-6.73990313,-40.12600278",ANN01P4,0,10,"-6.73990313,-40.12600278"
TPG2442,"https://www.google.com/maps/place/-6.68208969,-40.0783596",ANN01P4,9,10,"-6.68208969,-40.0783596"
TPF1201,"https://www.google.com/maps/place/-6.65056424,-40.10938047",ANN01P4,11,15,"-6.65056424,-40.10938047"
TPF1202,"https://www.google.com/maps/place/-6.65030277,-40.1049747",ANN01P4,3,5,"-6.65030277,-40.1049747"
TPF1203,"https://www.google.com/maps/place/-6.65328601,-40.10156211",ANN01P4,9,5,"-6.65328601,-40.10156211"
TPF1205,"https://www.google.com/maps/place/-6.65029411,-40.11688766",ANN01P4,16,10,"-6.65029411,-40.11688766"
TPG0729,"https://www.google.com/maps/place/-6.67078678,-40.42932557",ANN01P4,8,5,"-6.67078678,-40.42932557"
TPG0737,"https://www.google.com/maps/place/-6.67462638,-40.436853",ANN01P4,6,15,"-6.67462638,-40.436853"
TPG0745,"https://www.google.com/maps/place/-6.67179528,-40.44938989",ANN01P4,4,5,"-6.67179528,-40.44938989"
TPG0753,"https://www.google.com/maps/place/-6.67079833,-40.46542325",ANN01P4,7,5,"-6.67079833,-40.46542325"
TPG0761,"https://www.google.com/maps/place/-6.66905838,-40.47271711",ANN01P4,16,15,"-6.66905838,-40.47271711"
TPG0796,"https://www.google.com/maps/place/-6.66845114,-40.47920932",ANN01P4,3,5,"-6.66845114,-40.47920932"
TPG0818,"https://www.google.com/maps/place/-6.66557123,-40.51631917",ANN01P4,84,30,"-6.66557123,-40.51631917"
TPG0834,"https://www.google.com/maps/place/-6.66652533,-40.51776921",ANN01P4,112,45,"-6.66652533,-40.51776921"
TPG0842,"https://www.google.com/maps/place/-6.66198398,-40.51540372",ANN01P4,1,5,"-6.66198398,-40.51540372"
TPG0869,"https://www.google.com/maps/place/-6.66139544,-40.52152491",ANN01P4,2,5,"-6.66139544,-40.52152491"
TPG0958,"https://www.google.com/maps/place/-6.65917604,-40.60830496",ANN01P4,22,15,"-6.65917604,-40.60830496"
TPG0966,"https://www.google.com/maps/place/-6.65897922,-40.61042963",ANN01P4,38,15,"-6.65897922,-40.61042963"
TPG0982,"https://www.google.com/maps/place/-6.7751818,-40.00376464",ANN01P4,9,5,"-6.7751818,-40.00376464"
TPG0990,"https://www.google.com/maps/place/-6.77872567,-40.0089204",ANN01P4,8,5,"-6.77872567,-40.0089204"
TPG1008,"https://www.google.com/maps/place/-6.78093513,-40.01203759",ANN01P4,4,5,"-6.78093513,-40.01203759"
TPG1143,"https://www.google.com/maps/place/-6.59428394,-40.14001512",ANN01P4,1,30,"-6.59428394,-40.14001512"
TPG2447,"https://www.google.com/maps/place/-6.67298251,-39.9873893",ANN01P4,0,10,"-6.67298251,-39.9873893"
TPG2451,"https://www.google.com/maps/place/-6.62079944,-40.56007011",ANN01P4,5,10,"-6.62079944,-40.56007011"
TPG2453,"https://www.google.com/maps/place/-6.59604973,-40.54248535",ANN01P4,0,10,"-6.59604973,-40.54248535"
TPG2454,"https://www.google.com/maps/place/-6.59964354,-40.54126661",ANN01P4,4,10,"-6.59964354,-40.54126661"
TPG2456,"https://www.google.com/maps/place/-6.61897524,-40.56503822",ANN01P4,3,10,"-6.61897524,-40.56503822"
TPG2457,"https://www.google.com/maps/place/-6.619917,-40.56749193",ANN01P4,3,15,"-6.619917,-40.56749193"
TPG2458,"https://www.google.com/maps/place/-6.62081918,-40.56242145",ANN01P4,3,15,"-6.62081918,-40.56242145"
TPG2459,"https://www.google.com/maps/place/-6.61941442,-40.55766022",ANN01P4,0,10,"-6.61941442,-40.55766022"
TPG2461,"https://www.google.com/maps/place/-6.50884744,-40.38385109",ANN01P4,3,10,"-6.50884744,-40.38385109"
TPG2495,"https://www.google.com/maps/place/-6.5954642,-40.1220826",ANN01P4,4,45,"-6.5954642,-40.1220826"
TPG2497,"https://www.google.com/maps/place/-6.55265301,-40.23908261",ANN01P4,0,10,"-6.55265301,-40.23908261"
TPG2499,"https://www.google.com/maps/place/-6.66063218,-40.50798323",ANN01P4,1,10,"-6.66063218,-40.50798323"
TPG2501,"https://www.google.com/maps/place/-6.5830529,-40.15095108",ANN01P4,11,10,"-6.5830529,-40.15095108"
TPG2503,"https://www.google.com/maps/place/-6.67492036,-40.49902751",ANN01P4,2,10,"-6.67492036,-40.49902751"
TPG2506,"https://www.google.com/maps/place/-6.5579589,-40.13729158",ANN01P4,0,10,"-6.5579589,-40.13729158"
TPG2507,"https://www.google.com/maps/place/-6.55554048,-40.14283896",ANN01P4,1,10,"-6.55554048,-40.14283896"
TPG2510,"https://www.google.com/maps/place/-6.54179686,-40.03238479",ANN01P4,2,10,"-6.54179686,-40.03238479"
TPG2512,"https://www.google.com/maps/place/-6.55135029,-40.03130104",ANN01P4,1,10,"-6.55135029,-40.03130104"
TPG2515,"https://www.google.com/maps/place/-6.55907041,-40.0244524",ANN01P4,2,10,"-6.55907041,-40.0244524"
TPG2517,"https://www.google.com/maps/place/-6.56986088,-40.02438401",ANN01P4,1,10,"-6.56986088,-40.02438401"
TPG2520,"https://www.google.com/maps/place/-6.57626674,-40.03211202",ANN01P4,1,10,"-6.57626674,-40.03211202"
TPG2523,"https://www.google.com/maps/place/-6.56403704,-40.0105525",ANN01P4,0,10,"-6.56403704,-40.0105525"
TPG2524,"https://www.google.com/maps/place/-6.56747653,-40.00932036",ANN01P4,0,10,"-6.56747653,-40.00932036"
TPG2525,"https://www.google.com/maps/place/-6.58101092,-40.02540173",ANN01P4,0,10,"-6.58101092,-40.02540173"
TPG2526,"https://www.google.com/maps/place/-6.55711054,-40.03189169",ANN01P4,1,10,"-6.55711054,-40.03189169"
TPG2530,"https://www.google.com/maps/place/-6.42984993,-40.28769484",ANN01P4,0,10,"-6.42984993,-40.28769484"
TPG2531,"https://www.google.com/maps/place/-6.42669364,-40.28767786",ANN01P4,2,10,"-6.42669364,-40.28767786"
TPG2534,"https://www.google.com/maps/place/-6.5755691,-40.11281287",ANN01P4,1,10,"-6.5755691,-40.11281287"
TPG2535,"https://www.google.com/maps/place/-6.57516224,-40.10867878",ANN01P4,1,10,"-6.57516224,-40.10867878"
TPG2537,"https://www.google.com/maps/place/-6.6250713,-40.24885868",ANN01P4,0,10,"-6.6250713,-40.24885868"
TPG2539,"https://www.google.com/maps/place/-6.55576512,-40.13951138",ANN01P4,0,10,"-6.55576512,-40.13951138"
TPG2543,"https://www.google.com/maps/place/-6.78686699,-40.06754306",ANN01P4,0,225,"-6.78686699,-40.06754306"
TPG2546,"https://www.google.com/maps/place/-6.78100303,-40.06895975",ANN01P4,4,45,"-6.78100303,-40.06895975"
TPG4494,"https://www.google.com/maps/place/-6.64717983,-40.12220841",ANN01P4,1,10,"-6.64717983,-40.12220841"
TPG1153,"https://www.google.com/maps/place/-6.63007861,-40.28545699",ANN01P4,1,5,"-6.63007861,-40.28545699"
TPG1158,"https://www.google.com/maps/place/-6.65364847,-40.2987058",ANN01P4,2,5,"-6.65364847,-40.2987058"
TPG1159,"https://www.google.com/maps/place/-6.65931998,-40.29486748",ANN01P4,21,5,"-6.65931998,-40.29486748"
TPG1161,"https://www.google.com/maps/place/-6.66230015,-40.29650342",ANN01P4,5,10,"-6.66230015,-40.29650342"
TPG1163,"https://www.google.com/maps/place/-6.66473777,-40.2946646",ANN01P4,4,5,"-6.66473777,-40.2946646"
TPG1165,"https://www.google.com/maps/place/-6.66831346,-40.29681771",ANN01P4,3,5,"-6.66831346,-40.29681771"
TPG1166,"https://www.google.com/maps/place/-6.68363201,-40.29745503",ANN01P4,7,5,"-6.68363201,-40.29745503"
TPG1167,"https://www.google.com/maps/place/-6.6517936,-40.2955985",ANN01P4,0,5,"-6.6517936,-40.2955985"
TPG1168,"https://www.google.com/maps/place/-6.6922318,-40.30120454",ANN01P4,8,5,"-6.6922318,-40.30120454"
TPG1170,"https://www.google.com/maps/place/-6.69097626,-40.30403251",ANN01P4,1,5,"-6.69097626,-40.30403251"
TPG1173,"https://www.google.com/maps/place/-6.68781247,-39.97552275",ANN01P4,1,5,"-6.68781247,-39.97552275"
TPG1174,"https://www.google.com/maps/place/-6.68822616,-39.97214918",ANN01P4,4,5,"-6.68822616,-39.97214918"
TPG1175,"https://www.google.com/maps/place/-6.68873817,-39.96936382",ANN01P4,2,5,"-6.68873817,-39.96936382"
TPG1181,"https://www.google.com/maps/place/-6.59699666,-40.32665711",ANN01P4,1,10,"-6.59699666,-40.32665711"
TPG1182,"https://www.google.com/maps/place/-6.82809917,-40.06422268",ANN01P4,1,10,"-6.82809917,-40.06422268"
TPG1183,"https://www.google.com/maps/place/-6.82607198,-40.06067101",ANN01P4,2,10,"-6.82607198,-40.06067101"
TPG1185,"https://www.google.com/maps/place/-6.81816417,-40.02432246",ANN01P4,2,10,"-6.81816417,-40.02432246"
TPG1187,"https://www.google.com/maps/place/-6.76684409,-39.98979536",ANN01P4,1,10,"-6.76684409,-39.98979536"
TPG1189,"https://www.google.com/maps/place/-6.5867581,-40.63202413",ANN01P4,1,15,"-6.5867581,-40.63202413"
TPG1191,"https://www.google.com/maps/place/-6.92872497,-40.06562323",ANN01P4,0,5,"-6.92872497,-40.06562323"
TPG1194,"https://www.google.com/maps/place/-6.55179839,-40.10136497",ANN01P4,6,5,"-6.55179839,-40.10136497"
TPG1195,"https://www.google.com/maps/place/-6.56030761,-40.1021162",ANN01P4,3,5,"-6.56030761,-40.1021162"
TPG1197,"https://www.google.com/maps/place/-6.51400735,-40.38529388",ANN01P4,3,10,"-6.51400735,-40.38529388"
TPG1200,"https://www.google.com/maps/place/-6.71765876,-40.08381155",ANN01P4,2,10,"-6.71765876,-40.08381155"
TPG1203,"https://www.google.com/maps/place/-6.79006143,-40.44375156",ANN01P4,3,5,"-6.79006143,-40.44375156"
TPG1204,"https://www.google.com/maps/place/-6.79115662,-40.44645988",ANN01P4,5,5,"-6.79115662,-40.44645988"
TPG1206,"https://www.google.com/maps/place/-6.88246791,-40.14166555",ANN01P4,1,5,"-6.88246791,-40.14166555"
TPG1208,"https://www.google.com/maps/place/-6.89636121,-40.16358169",ANN01P4,3,5,"-6.89636121,-40.16358169"
TPG1212,"https://www.google.com/maps/place/-6.5427729,-40.27324129",ANN01P4,0,10,"-6.5427729,-40.27324129"
TPH0051,"https://www.google.com/maps/place/-6.58946521,-40.31908556",ANN01P4,89,15,"-6.58946521,-40.31908556"
TPH0052,"https://www.google.com/maps/place/-6.5582802,-40.35712919",ANN01P4,3,10,"-6.5582802,-40.35712919"
TPH0054,"https://www.google.com/maps/place/-6.55380856,-40.37852173",ANN01P4,1,5,"-6.55380856,-40.37852173"
TPH0055,"https://www.google.com/maps/place/-6.54729255,-40.37692136",ANN01P4,3,15,"-6.54729255,-40.37692136"
TPH0056,"https://www.google.com/maps/place/-6.51671448,-40.38086158",ANN01P4,27,15,"-6.51671448,-40.38086158"
TPH0080,"https://www.google.com/maps/place/-6.58034753,-40.13562402",ANN01P4,55,15,"-6.58034753,-40.13562402"
TPH0083,"https://www.google.com/maps/place/-6.57274569,-40.12563115",ANN01P4,3,75,"-6.57274569,-40.12563115"
TPF7922,"https://www.google.com/maps/place/-6.90914504,-40.04046408",ANN01P4,1,15,"-6.90914504,-40.04046408"
TPG1216,"https://www.google.com/maps/place/-6.47246083,-40.37212449",ANN01P4,1,10,"-6.47246083,-40.37212449"
TPG1217,"https://www.google.com/maps/place/-6.46943959,-40.37571481",ANN01P4,0,10,"-6.46943959,-40.37571481"
TPG1218,"https://www.google.com/maps/place/-6.47591306,-40.3663201",ANN01P4,3,10,"-6.47591306,-40.3663201"
TPG1219,"https://www.google.com/maps/place/-6.47761387,-40.36273517",ANN01P4,1,10,"-6.47761387,-40.36273517"
TPG1221,"https://www.google.com/maps/place/-6.47146797,-40.35794478",ANN01P4,0,10,"-6.47146797,-40.35794478"
TPG1222,"https://www.google.com/maps/place/-6.47793489,-40.35090959",ANN01P4,1,10,"-6.47793489,-40.35090959"
TPG1224,"https://www.google.com/maps/place/-6.48243891,-40.34741339",ANN01P4,3,10,"-6.48243891,-40.34741339"
TPG1225,"https://www.google.com/maps/place/-6.48673069,-40.34550792",ANN01P4,0,10,"-6.48673069,-40.34550792"
TPG1226,"https://www.google.com/maps/place/-6.46487685,-40.34710464",ANN01P4,1,10,"-6.46487685,-40.34710464"
TPG1227,"https://www.google.com/maps/place/-6.45712064,-40.3424369",ANN01P4,0,10,"-6.45712064,-40.3424369"
TPG1229,"https://www.google.com/maps/place/-6.45178687,-40.33822774",ANN01P4,0,10,"-6.45178687,-40.33822774"
TPG1230,"https://www.google.com/maps/place/-6.45350992,-40.33642401",ANN01P4,2,10,"-6.45350992,-40.33642401"
TPG1232,"https://www.google.com/maps/place/-6.46369237,-40.336731",ANN01P4,4,10,"-6.46369237,-40.336731"
TPG1234,"https://www.google.com/maps/place/-6.45984264,-40.32871928",ANN01P4,2,10,"-6.45984264,-40.32871928"
TPG1236,"https://www.google.com/maps/place/-6.46534738,-40.32637381",ANN01P4,6,10,"-6.46534738,-40.32637381"
TPG1239,"https://www.google.com/maps/place/-6.45454944,-40.32276533",ANN01P4,0,10,"-6.45454944,-40.32276533"
TPG1240,"https://www.google.com/maps/place/-6.4545858,-40.31571319",ANN01P4,0,10,"-6.4545858,-40.31571319"
TPG1242,"https://www.google.com/maps/place/-6.4546297,-40.31272061",ANN01P4,0,10,"-6.4546297,-40.31272061"
TPG1244,"https://www.google.com/maps/place/-6.45051706,-40.31182398",ANN01P4,6,5,"-6.45051706,-40.31182398"
TPG1247,"https://www.google.com/maps/place/-6.42923627,-40.30854175",ANN01P4,2,10,"-6.42923627,-40.30854175"
TPG1249,"https://www.google.com/maps/place/-6.41689219,-40.32581408",ANN01P4,10,10,"-6.41689219,-40.32581408"
TPG1250,"https://www.google.com/maps/place/-6.41265214,-40.33221288",ANN01P4,4,10,"-6.41265214,-40.33221288"
TPG1251,"https://www.google.com/maps/place/-6.40731734,-40.32832972",ANN01P4,0,10,"-6.40731734,-40.32832972"
TPG1255,"https://www.google.com/maps/place/-6.42490807,-40.31762577",ANN01P4,1,10,"-6.42490807,-40.31762577"
TPG1256,"https://www.google.com/maps/place/-6.42612408,-40.31952747",ANN01P4,0,10,"-6.42612408,-40.31952747"
TPG1257,"https://www.google.com/maps/place/-6.43176156,-40.3041995",ANN01P4,1,10,"-6.43176156,-40.3041995"
TPG1259,"https://www.google.com/maps/place/-6.43681971,-40.30317267",ANN01P4,1,10,"-6.43681971,-40.30317267"
TPG1262,"https://www.google.com/maps/place/-6.45794309,-40.27223231",ANN01P4,1,10,"-6.45794309,-40.27223231"
TPG1263,"https://www.google.com/maps/place/-6.46926233,-40.26651907",ANN01P4,1,10,"-6.46926233,-40.26651907"
TPG1264,"https://www.google.com/maps/place/-6.44676831,-40.27441957",ANN01P4,1,10,"-6.44676831,-40.27441957"
TPG1267,"https://www.google.com/maps/place/-6.43242612,-40.27016161",ANN01P4,0,10,"-6.43242612,-40.27016161"
